comment,date,drug,effectiveness,ease of use,satisfaction
Was previously on Effexor but was changed to citalopram because of cost ($4 at Walmart) and I cannot tell any difference from one medication to the other. I feel at peace & happy at all times.,1/17/2013 11:21:36 AM,citalopram oral,5.0,5.0,5.0
Medication is very effective and still gives you energy and motivation. ,1/16/2013 5:32:36 PM,citalopram oral,5.0,5.0,5.0
It enabled me to sleep and function during a divorce and job stesses.,1/13/2013 8:25:04 PM,citalopram oral,4.0,4.0,4.0
"I don't 'react' irrationally.  it keeps me calm, able to see the glass half full/rather than half empty; it helps me to stop & smell the flowers...relax a little.",1/6/2013 6:15:38 PM,citalopram oral,5.0,5.0,5.0
"I can tell Citalopram helps me when I am on it. I've tried slowly weaning myself off, but then my symptoms get dramatically worse after about a week. When I take it, I feel better than when I don't, but I still have quite a bit of anxiety and depression. I think I may need a higher dose than 10mg.",1/4/2013 12:45:35 PM,citalopram oral,3.0,5.0,3.0
"After I had my first manic episode, it took me so long to come to grips with reality. When I started to come round I gained alot of weight from other medication; and the fact I didnt want to leave the house or socialise.I was hell depressed. This medication is AMAZING! (I didnt feel affects until week five, but it was so noticable)I am now back to my normal outspoken wacky self.. Love it!!Lost heaps of weight, working full time again. friends and family say the medication worked wonders :-)",1/3/2013 7:53:20 AM,citalopram oral,5.0,5.0,5.0
it was ok,12/26/2012 8:50:16 PM,citalopram oral,3.0,3.0,3.0
"I ended up being allergic to this. I had sweaty palms and rapid heartrate after tacking the a 10mg dose just one time. Other reactions included itchiness from my chest up, and a warm feeling around my mouth.",12/11/2012 2:01:49 PM,citalopram oral,1.0,1.0,1.0
anxiety,12/8/2012 9:22:07 AM,citalopram oral,2.0,2.0,2.0
The only side effect is vaginal dryness. ,11/29/2012 9:42:14 AM,citalopram oral,4.0,4.0,4.0
"Overall, I am in a better mood most of the time. Side effects; feeling sleepy & day dreaming more frequently, occasional dizzynes.",11/23/2012 12:14:31 AM,citalopram oral,4.0,5.0,3.0
I am more even kiel.  no more episodes of up and down moods.,11/22/2012 9:12:36 PM,citalopram oral,5.0,5.0,5.0
have been on different MEDS for 20 years because of clinical depression and this one workes well  for me,11/17/2012 3:39:41 PM,citalopram oral,5.0,5.0,5.0
"Not sure about the efficacy of this drug because I exercise as a way of reducing tension...
ALso, problems with ejaculation , which is listed as a side affect (maybe). I'm 70's , though my physician doesn't know if age kis the cause.... ",11/9/2012 5:00:03 PM,citalopram oral,4.0,5.0,4.0
 Viet Nam combat vet Recently experiencing PTSD in the last couple of years VA perscribed 40mg BID it seems to help a little with my increasing anger mgt control and somewhat impulsive mood swings according to my wife. I am having more recurrent nightmares sinc the Afgan / Iraq news coverage dreams are all screwed up with my homelife dreams suddently changed into combat sit reps. I am disturbed. ,11/6/2012 4:48:41 PM,citalopram oral,3.0,5.0,3.0
"I have been on this medication since June and it has help my moods drasticly!!! BUT since August I have been experiencing sores in my mouth that look like canker sores. I have been treated for thrush that is not it, been to the dentist for put on a antibiotic and was given a steroid cream which does help, but the sore come back when I stop. Could this be a side effect?? Any feed back would be GREAT!!!!",11/5/2012 3:55:20 PM,citalopram oral,4.0,4.0,4.0
I was terribly sad living with my adult daughter in her home and working in her office.  She became increasingly irritated with me and fresh with her mouth.  I cried to my doctor and she recommended citalipram. This  medication helped me very much deal with the sadness I was feeling and I eventually moved out of her home...  ,11/1/2012 4:09:29 PM,citalopram oral,5.0,5.0,5.0
This medication doesn't work at all. ,11/1/2012 10:57:55 AM,citalopram oral,1.0,1.0,1.0
"I suffered from panic attacks and my doctor prescribed this medication. He said it would take 2 weeks to begin taking effect.  Within 2 weeks, I began feeling better and feel like I have a new lease on life.",10/24/2012 12:42:15 PM,citalopram oral,5.0,5.0,5.0
"After taking this medication for only 7 days, my brother-in-law commited suicide.  He was a kind, gentle man who never talked of suicide, was dealing with health issues (gall bladder problems) and they put him on this medication because it was taking the stomach doctor so long to get him in to take care of his stomach issues.  He was a person who never would have even thought of hurting himself nor his family.  He had a loving wife, loving children and grandchildren.  They are now having to face losing him this way.  He was not monitored adequately by his treating physician who prescribed this medication.  The whole family knows that this drug made him see suicide as his only way for relief from his frustrations.  Please, please, do not take this medication under any circumstances unless you are confined to a hospital or clinic where you can be monitored 24 hours a day!!!",10/23/2012 10:39:18 AM,citalopram oral,1.0,1.0,1.0
"Taking it for sleeping. I was trying to sleep 7-8 hours a night.  W/ this med I sleep 4-5 hours a night & have no worries. I feel great! It was a big change knowing I only need 4-5 hours a sleep a night. Some sides, nothing serious but no stress about not sleeping. Worring about getting enough sleep was cause Anciety.  ",10/7/2012 8:20:44 PM,citalopram oral,3.0,5.0,5.0
Extreme dry moutn,9/28/2012 6:58:49 PM,citalopram oral,3.0,3.0,1.0
"immediate reaction of weakness, lethargy, dizziness, faintness. took for only 3 days. one week after stopping, still weak.",9/21/2012 2:22:24 PM,citalopram oral,1.0,1.0,1.0
"have been through a really tough year and needed i needed help
this drug after the first day made me extremely ill and i couldn't lift my head off the couch ,definitely not for me .
i read alot about it and its yeas and neys 
i couldnt get past the first day of it  going to try someting else ",9/19/2012 1:27:54 PM,citalopram oral,1.0,1.0,1.0
Initially I felt much better but over time the positive effects wore off.  I gained @30 lbs and felt emotionally disconnected.  I decided to stop taking the medication and had fainting spells and very low blood pressure even though I was tapering off slowly.  Now my depression has returned compounded by this weight which makes me even sadder.,9/17/2012 9:24:40 PM,citalopram oral,3.0,4.0,2.0
"I'm 17 and this was my first antidepressant. I suffer a severe depression, minor anxiety, and compulsive skin picking. In the first month the suicidal thoughts were the worse they've ever been, (I told my mom this and I was monitored so nothing rash was done) but I'm hitting my second month now and it's not so bad. It has helped ten-fold with the depression and anxiety, however it has made my skin picking dramatically worse. For me, that's not too bad to deal with because my skin picking was  never in dangerous places and it never really scarred bad. The side effects are also minimal.",9/16/2012 5:24:13 PM,citalopram oral,5.0,5.0,5.0
i took this medication and within about 2 or 3 days i was gaining bounds of weight and shaking so violently i could not write. by the 4 week mark when there was absolutely no change in my depression i quit and refused to take depression meds anymore. i would prefer to be miserable than have horrible side effect AND be miserable,9/12/2012 3:52:09 PM,citalopram oral,1.0,5.0,1.0
"I have suffered from PTSD for many years. After so long of suffering, I decided to go ahead and give the medicine a try.  Citalopram has definitely made a difference in my life. I felt like a whole new person. Starting off I had a tad bit of a headache, tight jaw, and dry mouth. It lasted about 3 days, that was it. I was moved up slowly therefore I did not experience any bad side effects as starting at a high dose will cause.  I would really recommend citalopram. Everyone around me says how much of a happier person I am, and I am not as afraid of being in crowds as I was before. Very life changing. It feels great not to feel angry, depressed, scared anymore like before.  I am now at 40mg and have been on it for 4 years.",9/4/2012 5:14:58 PM,citalopram oral,5.0,5.0,5.0
Good medication for me . However I had to switch to Bupropion due to the sexual side effects. I also felt somewhat lethargic at times. Lets see how the bupropion compares. Its only been a couple of days though. Despite all this citalopram definately fixed the depression.,9/2/2012 8:12:35 PM,citalopram oral,3.0,4.0,2.0
"I have had major depression for quite some time and have been on citalopram since 09. At first, it was effective since I didnt feel edgy but much more calm. Just recently I have had major side effects like not being able to sleep at night and constantly tired and fatigued, yawning, absolutely no energy to do basic chores. My complete down fall is zero sex drive without being able to reach the big O. It is straining my relationship of 6 years that I hope I can manage until I go see my PCP in a few days. I am not sure what she will switch me to but I hope its a smooth transition and effective. I do not recommend this product",9/2/2012 2:40:01 PM,citalopram oral,3.0,4.0,2.0
"When I first took this medication 2 years ago, I had a great ammount of fatigue throughout the day. After about two weeks, that side effect decresed. After two years, I can not go to sleep at night. I often have to take sleeping pills and those rarely work. I have experienced dry mouth, grinding of the teeth, clenched jaw, weight gain (20 lbs), and a severe decrease in sex drive. As for my anxiety goes, it works perfectly. I have little to no anxiety with this drug but I am now deciding to not take this medication anymore for the side effects outweigh the results.",9/2/2012 11:27:05 AM,citalopram oral,4.0,3.0,2.0
I took this medication for 2 weeks and I got very sick I had to miss work because I was having body aches,8/29/2012 2:07:31 PM,citalopram oral,1.0,1.0,1.0
"Citalopram has worked for Me. I noticed the changes in my behavior immediately; like within the first 2 and a half weeks. I no longer cried as much. The first week, I did cry like a baby & I slept like 2Hr naps. But now, I WILL say that it makes me very tired throughout the day, even though I've had somewhat of enough sleep. I've tried energy drinks and I eat very healthy foods, but it doesn't last very long. Its weird, but 
I STILL would recommend Celexa to anyone suffering from any form of Depression!",8/27/2012 2:23:51 AM,citalopram oral,4.0,5.0,4.0
